date,ghi,temperature,cloud_cover,effective_ghi,capacity_factor,generation_mwh,ppa_price,spot_price,rec_price,curtailment_fraction,available_mwh,daily_revenue_usd,is_drift_period
2023-04-04,450.32,20.06,0.349,340.31,0.3382,98.11,43.49,50.0,9.31,0.0502,93.18,5101.63,0
2023-04-05,417.5,14.19,0.3753,307.82,0.3059,88.71,44.78,62.23,8.49,0.0141,87.46,5116.47,0
2023-04-06,613.07,18.68,0.2668,498.58,0.4954,133.95,44.81,39.19,9.24,0.0264,130.41,6827.98,0
2023-04-07,503.08,13.13,0.8084,218.4,0.217,54.28,45.54,43.04,7.75,0.0417,52.02,2733.17,0
2023-04-08,464.74,16.25,0.5245,294.11,0.2923,77.3,45.22,60.92,9.8,0.1196,68.06,4065.47,0
2023-04-09,525.28,20.13,0.5025,340.51,0.3383,94.03,43.8,58.03,8.01,0.0011,93.92,5267.46,0
2023-04-10,511.39,12.68,0.6615,274.59,0.2728,77.76,46.08,46.93,8.09,0.0313,75.33,4099.54,0
2023-04-11,510.53,21.01,0.0983,475.4,0.4724,119.05,45.21,56.62,7.6,0.0088,117.99,6635.48,0
2023-04-12,566.25,19.36,0.5321,355.34,0.3531,97.05,45.2,52.47,9.03,0.0213,94.99,5357.91,0
2023-04-13,580.43,21.84,0.6823,303.2,0.3013,83.64,44.99,61.7,7.37,0.0467,79.73,4574.35,0
2023-04-14,508.69,20.71,0.1594,451.93,0.449,122.1,44.48,50.24,9.46,0.0708,113.45,6316.16,0
2023-04-15,511.47,25.46,0.6617,274.57,0.2723,81.34,45.22,57.79,6.3,0.0204,79.68,4405.46,0
2023-04-16,534.97,20.69,0.5256,338.14,0.336,94.5,45.48,70.66,6.35,0.044,90.34,5364.34,0
2023-04-17,418.76,18.66,0.4135,297.55,0.2956,87.85,43.25,54.24,9.03,0.0815,80.69,4484.51,0
2023-04-18,471.33,21.05,0.3878,343.37,0.3411,92.74,44.46,49.78,7.87,0.0025,92.51,4988.21,0
2023-04-19,649.57,22.92,0.198,559.53,0.5559,157.56,44.75,55.08,7.32,0.0125,155.59,8583.48,0
2023-04-20,671.52,21.12,0.0705,638.39,0.6342,182.59,45.26,46.3,9.34,0.0126,180.3,9899.16,0
2023-04-21,563.09,21.27,0.6204,318.56,0.3165,93.59,46.19,68.25,7.09,0.0462,89.27,5347.24,0
2023-04-22,617.79,18.47,0.1747,542.23,0.5387,142.68,44.23,50.49,7.7,0.0142,140.66,7568.36,0
2023-04-23,606.98,18.8,0.2654,494.22,0.491,133.75,44.5,46.78,10.1,0.0343,129.17,7140.89,0
2023-04-24,778.09,16.02,0.8536,313.16,0.3111,83.83,44.49,42.18,10.31,0.0681,78.12,4226.72,0
2023-04-25,665.52,28.8,0.4544,453.81,0.444,124.54,44.2,57.54,10.36,0.0214,121.88,7137.01,0
2023-04-26,595.61,16.99,0.4743,397.87,0.3953,112.13,44.65,55.6,7.58,0.0313,108.62,6029.77,0
2023-04-27,550.82,19.37,0.3135,429.96,0.4271,113.27,45.77,44.57,9.85,0.0657,105.83,5847.76,0
2023-04-28,516.58,19.43,0.6539,280.11,0.2783,76.86,43.95,53.05,6.58,0.0317,74.43,3963.44,0
2023-04-29,629.92,26.04,0.1244,575.06,0.5689,146.34,45.43,36.25,6.64,0.0243,142.78,7041.33,0
2023-04-30,577.02,21.45,0.543,357.7,0.3553,104.93,43.3,49.68,4.47,0.0414,100.58,4997.71,0
2023-05-01,541.69,27.77,0.1473,485.83,0.4772,128.68,44.44,51.7,10.51,0.0229,125.74,7182.88,0
2023-05-02,592.78,20.25,0.8069,257.97,0.2563,70.75,44.67,61.61,6.7,0.0501,67.21,3794.14,0
2023-05-03,571.16,24.21,0.4991,371.63,0.3692,99.97,46.67,41.65,7.81,0.0644,93.53,4954.75,0
2023-05-04,741.7,19.9,0.1903,642.89,0.6386,181.34,44.73,37.45,6.63,0.096,163.94,8062.25,0
2023-05-05,697.71,31.97,0.3859,509.24,0.4917,121.03,42.8,40.38,9.04,0.018,118.86,6075.22,0
2023-05-06,648.6,18.79,0.5591,394.77,0.3921,107.75,43.0,36.7,7.44,0.0209,105.5,5121.83,0
2023-05-07,742.07,24.92,0.2829,595.12,0.5911,162.03,45.03,57.94,6.04,0.0999,145.84,8013.58,0
2023-05-08,662.04,26.36,0.3065,520.01,0.5137,139.0,45.61,59.49,8.66,0.0062,138.14,8072.63,0
2023-05-09,609.76,25.62,0.648,333.17,0.3301,99.41,45.38,49.5,5.85,0.0053,98.88,5187.57,0
2023-05-10,756.79,23.36,0.3768,557.19,0.5534,147.75,45.17,56.56,6.74,0.0041,147.15,8141.65,0
2023-05-11,701.63,23.71,0.66,377.46,0.3749,106.96,46.16,47.69,4.84,0.108,95.4,4909.56,0
2023-05-12,610.87,24.54,0.4471,419.68,0.4168,116.41,44.46,45.7,5.86,0.0534,110.19,5586.3,0
2023-05-13,665.41,23.9,0.553,407.85,0.4051,117.7,45.89,43.63,8.27,0.0914,106.94,5719.31,0
2023-05-14,627.94,28.47,0.6692,333.78,0.3269,86.56,43.37,43.64,5.05,0.1708,71.78,3481.28,0
2023-05-15,601.07,33.58,0.7161,299.76,0.2875,75.4,44.1,33.56,5.78,0.0244,73.56,3436.03,0
2023-05-16,743.09,22.63,0.1877,645.43,0.641,181.76,43.19,33.52,6.8,0.2432,137.55,6476.83,1
2023-05-17,805.47,19.49,0.546,497.6,0.4942,138.03,44.73,31.68,6.11,0.2636,101.64,4768.78,1
2023-05-18,610.3,24.73,0.7777,278.06,0.2762,68.22,44.95,35.95,9.34,0.3,47.75,2463.68,1
2023-05-19,731.21,35.52,0.6032,422.45,0.4019,107.82,45.11,32.17,9.14,0.2044,85.79,4321.14,1
2023-05-20,661.53,22.09,0.4236,465.35,0.4621,129.02,45.06,30.6,5.69,0.1082,115.06,5340.84,1
2023-05-21,674.38,31.97,0.6581,363.73,0.3512,100.76,44.07,26.5,7.51,0.1909,81.52,3775.31,1
2023-05-22,671.02,32.22,0.8204,285.67,0.2755,72.37,44.81,31.65,7.76,0.1362,62.51,3038.86,1
2023-05-23,657.58,23.39,0.5397,409.14,0.4063,97.16,43.5,35.24,6.04,0.1236,85.15,4007.32,1
2023-05-24,715.1,27.98,0.572,428.75,0.4207,118.31,46.36,24.56,4.89,0.3,82.81,3703.05,1
2023-05-25,665.01,32.31,0.5012,431.72,0.4162,108.35,44.7,31.31,6.78,0.2319,83.22,3949.89,1
2023-05-26,733.68,24.37,0.1261,668.92,0.6642,172.58,44.51,31.98,6.58,0.1619,144.64,6845.8,1
2023-05-27,716.93,25.16,0.5571,437.35,0.434,105.19,46.59,26.5,6.24,0.1989,84.27,3944.51,1
2023-05-28,708.0,23.72,0.1568,630.28,0.6259,176.18,43.76,27.08,7.36,0.1944,141.92,6545.42,1
2023-05-29,670.19,22.07,0.5461,414.01,0.4111,113.69,43.87,31.52,5.84,0.3,79.59,3661.75,1
2023-05-30,692.24,23.61,0.1125,637.73,0.6332,173.01,43.9,23.73,5.33,0.2485,130.02,5614.4,1
2023-05-31,774.27,21.38,0.1762,678.77,0.674,192.29,44.93,31.88,6.94,0.0454,183.55,8802.31,1
2023-06-01,761.01,26.48,0.335,582.55,0.575,161.31,45.43,24.75,7.29,0.0548,152.46,7092.48,1
2023-06-02,674.22,23.33,0.2961,534.49,0.5307,154.03,45.74,35.56,5.3,0.1496,130.99,6285.53,1
2023-06-03,740.64,27.41,0.6306,413.71,0.4068,104.91,47.57,42.54,7.98,0.1855,85.45,4617.91,1
2023-06-04,781.48,20.31,0.4344,543.83,0.54,148.32,42.75,24.47,4.54,0.2585,109.98,4598.06,1
2023-06-05,637.84,27.91,0.2035,546.98,0.5368,139.53,45.61,32.12,6.06,0.2809,100.34,4778.54,1
2023-06-06,772.12,29.97,0.2661,628.32,0.6114,166.99,44.44,24.89,6.47,0.1888,135.46,6102.5,1
2023-06-07,701.18,18.71,0.4368,486.77,0.4833,131.66,44.41,34.63,5.99,0.1805,107.89,5121.3,1
2023-06-08,776.48,28.23,0.3876,565.81,0.5545,155.62,44.38,21.55,6.08,0.2103,122.89,5359.06,1
2023-06-09,697.66,31.69,0.4907,458.02,0.4426,121.93,44.09,31.16,9.19,0.1213,107.15,5292.79,1
2023-06-10,636.27,21.98,0.5522,390.33,0.3875,109.69,46.68,23.41,5.72,0.2575,81.45,3699.06,1
2023-06-11,647.92,33.54,0.6571,349.89,0.3355,95.78,45.84,26.97,9.91,0.1018,86.03,4309.36,1
2023-06-12,749.36,28.56,0.5122,480.71,0.4704,140.15,45.02,22.19,7.36,0.1348,121.26,5520.71,1
2023-06-13,762.86,24.09,0.382,558.88,0.5548,151.0,46.35,32.39,6.92,0.259,111.89,5491.6,1
2023-06-14,693.72,26.71,0.2894,553.17,0.5454,145.28,43.49,22.93,7.41,0.2426,110.04,4921.89,1
2023-06-15,786.89,29.18,0.7637,366.23,0.3575,99.54,43.67,30.53,10.03,0.0771,91.86,4570.55,1
2023-06-16,649.37,27.27,0.4351,451.6,0.4442,118.15,42.82,25.34,5.53,0.3,82.71,3565.64,1
2023-06-17,745.49,29.14,0.4974,485.94,0.4744,137.88,44.3,26.45,5.37,0.3,96.51,4277.24,1
2023-06-18,677.08,23.31,0.3128,528.8,0.5249,142.94,45.16,27.75,5.84,0.2705,104.28,4773.44,1
2023-06-19,710.81,27.67,0.3019,560.58,0.5505,148.57,45.1,22.48,6.84,0.1927,119.94,5415.92,1
2023-06-20,752.84,21.35,0.207,643.77,0.6391,173.38,45.15,27.74,4.6,0.2658,127.3,5668.34,1
2023-06-21,698.35,26.55,0.4006,502.5,0.4957,139.91,43.59,34.96,6.83,0.2473,105.32,5037.02,1
2023-06-22,726.77,23.38,0.2636,592.65,0.5883,160.99,45.8,21.85,8.96,0.3,112.69,5361.64,1
2023-06-23,809.99,24.04,0.2979,641.06,0.6363,171.78,45.24,32.59,6.99,0.1119,152.55,7389.45,1
2023-06-24,714.66,31.92,0.6022,413.39,0.399,118.05,45.73,34.24,6.43,0.2458,89.03,4337.04,1
2023-06-25,798.97,31.33,0.135,723.46,0.6999,188.2,43.11,21.1,6.01,0.0879,171.67,7298.94,1
2023-06-26,680.5,29.38,0.2305,570.69,0.5565,153.23,45.31,17.34,7.95,0.3,107.26,4812.39,1
2023-06-27,779.43,22.55,0.4952,509.24,0.5055,142.26,43.81,27.0,5.75,0.2374,108.49,4829.5,1
2023-06-28,833.38,25.63,0.5058,538.33,0.533,138.41,44.6,22.07,9.15,0.0894,126.04,5923.17,1
2023-06-29,597.74,31.72,0.6888,309.54,0.299,84.62,45.53,35.42,9.27,0.2496,63.5,3287.12,1
2023-06-30,697.27,27.4,0.08,658.23,0.647,172.66,45.09,24.97,7.13,0.2777,124.71,5759.21,1
2023-07-01,778.65,36.07,0.6504,424.17,0.4023,114.76,44.15,20.1,6.79,0.2265,88.77,3880.83,1
2023-07-02,730.68,28.33,0.1903,633.33,0.6202,165.75,45.01,17.99,8.11,0.0647,155.02,6978.02,1
2023-07-03,763.87,27.48,0.3371,583.61,0.5735,161.17,43.47,30.33,8.2,0.3,112.82,5384.19,1
2023-07-04,704.0,25.43,0.1218,644.0,0.6381,181.0,46.15,20.85,5.77,0.1923,146.2,6481.32,1
2023-07-05,743.97,27.15,0.0305,728.07,0.7164,201.31,44.79,24.11,6.13,0.2481,151.36,6768.71,1
2023-07-06,727.87,25.95,0.6632,389.94,0.3855,107.28,46.12,29.04,5.11,0.1619,89.91,4145.54,1
2023-07-07,805.62,29.34,0.2082,688.19,0.6711,183.41,44.47,20.8,7.32,0.0972,165.58,7400.13,1
2023-07-08,749.05,30.27,0.5529,459.12,0.446,119.78,44.48,23.07,7.65,0.2029,95.47,4363.64,1
2023-07-09,752.18,23.24,0.2813,604.07,0.5995,172.21,44.24,23.06,5.08,0.0736,159.54,6853.79,1
2023-07-10,705.25,20.99,0.7027,358.37,0.3556,94.3,45.88,26.8,6.22,0.3,66.01,3061.11,1
2023-07-11,698.65,18.9,0.3127,545.71,0.5416,143.74,44.29,26.1,5.08,0.3,100.62,4418.74,1
2023-07-12,699.8,28.2,0.3493,528.69,0.5179,145.76,45.64,21.38,5.65,0.146,124.49,5479.83,1
2023-07-13,747.17,21.68,0.2341,624.72,0.6199,166.5,44.62,22.79,7.5,0.1453,142.31,6485.46,1
2023-07-14,695.9,17.4,0.1832,606.68,0.602,160.81,43.02,20.18,5.86,0.1004,144.66,6080.6,1
2023-07-15,736.1,27.48,0.6008,426.5,0.419,108.02,44.43,13.81,6.42,0.1649,90.21,3757.99,1
2023-07-16,840.7,35.81,0.3891,611.72,0.5808,157.3,43.82,23.35,4.73,0.1783,129.25,5480.8,1
2023-07-17,765.81,25.73,0.0518,738.06,0.7303,200.41,45.03,32.33,7.04,0.2408,152.14,7342.42,1
2023-07-18,691.26,29.01,0.7236,341.1,0.333,92.8,43.81,16.61,6.74,0.2829,66.55,2821.36,1
2023-07-19,780.08,25.89,0.4629,527.3,0.5214,148.13,45.93,17.06,5.87,0.2996,103.75,4475.19,1
2023-07-20,680.61,25.06,0.2049,583.0,0.5783,161.68,44.91,16.34,6.56,0.224,125.46,5381.92,1
2023-07-21,579.81,29.03,0.1175,532.11,0.5195,141.9,44.82,25.1,7.03,0.2342,108.67,4991.8,1
2023-07-22,638.53,24.09,0.2022,548.13,0.5439,148.57,45.66,23.38,5.76,0.2247,115.19,5153.0,1
2023-07-23,583.59,26.21,0.4358,405.57,0.4005,112.68,45.96,19.81,4.92,0.0769,104.02,4476.57,1
2023-07-24,671.48,26.32,0.6307,375.02,0.3701,108.15,44.98,15.39,9.1,0.0772,99.8,4511.76,1
2023-07-25,690.33,22.24,0.3311,530.31,0.5262,145.33,44.23,20.88,5.99,0.1774,119.54,5166.35,1
2023-07-26,786.37,28.77,0.92,279.94,0.2736,72.89,43.23,11.44,6.68,0.2776,52.65,2125.35,1
2023-07-27,701.88,23.98,0.2966,556.18,0.5518,146.79,44.31,20.84,8.09,0.3,102.75,4660.86,1
2023-07-28,665.52,21.53,0.3739,491.32,0.4875,126.83,44.38,24.76,11.3,0.0836,116.23,5787.45,1
2023-07-29,724.74,26.57,0.16,643.57,0.6345,177.82,45.11,12.71,5.21,0.3,124.47,5053.56,1
2023-07-30,538.54,20.7,0.3618,402.13,0.399,112.61,44.65,10.97,7.37,0.1456,96.2,4033.2,1
2023-07-31,681.5,24.28,0.6112,389.92,0.3868,109.27,45.69,28.24,5.9,0.1531,92.54,4289.37,1
2023-08-01,709.69,24.0,0.7868,318.84,0.3163,86.34,44.39,15.81,6.11,0.3,60.44,2534.14,1
2023-08-02,570.71,28.24,0.5721,342.15,0.335,99.17,44.94,25.44,5.88,0.1836,80.96,3641.08,1
2023-08-03,723.97,25.65,0.081,682.9,0.6757,183.4,46.18,18.06,5.36,0.2066,145.51,6273.37,1
2023-08-04,671.5,23.51,0.1609,595.87,0.5911,167.34,45.34,17.87,6.75,0.2858,119.51,5240.17,1
2023-08-05,622.04,26.74,0.0858,584.68,0.576,158.2,44.94,21.08,4.92,0.3,110.74,4728.91,1
2023-08-06,680.62,28.88,0.2001,585.28,0.5716,154.15,44.4,13.52,8.01,0.0609,144.76,6245.34,1
2023-08-07,774.51,25.4,0.233,648.18,0.642,179.51,44.37,19.07,6.87,0.2636,132.19,5769.76,1
2023-08-08,644.73,23.06,0.2228,544.17,0.5398,150.5,44.15,16.05,7.34,0.3,105.35,4535.98,1
2023-08-09,644.2,17.61,0.5061,415.99,0.4127,115.26,44.46,10.64,6.21,0.262,85.07,3447.0,1
2023-08-10,597.16,18.44,0.1544,532.6,0.5283,145.7,45.76,19.79,6.33,0.0596,137.02,6069.39,1
2023-08-11,569.08,21.32,0.5127,364.85,0.3619,99.34,44.78,16.28,7.17,0.3,69.54,3017.66,1
2023-08-12,665.17,19.95,0.5618,403.6,0.4004,122.04,43.65,16.74,5.32,0.0875,111.36,4553.82,1
2023-08-13,559.2,21.47,0.3139,436.32,0.4328,124.94,46.77,10.71,6.34,0.1281,108.93,4607.1,1
2023-08-14,610.02,22.28,0.6737,322.33,0.3197,91.54,45.32,26.26,5.7,0.1207,80.49,3646.67,1
2023-08-15,572.16,24.0,0.5715,343.28,0.3405,94.2,43.59,22.13,5.66,0.0835,86.33,3696.54,1
2023-08-16,624.6,21.43,0.233,522.74,0.5185,147.62,44.56,22.49,4.11,0.2106,116.53,4899.92,1
2023-08-17,610.85,23.49,0.4558,415.97,0.4126,116.05,45.11,15.25,8.51,0.1582,97.69,4363.12,1
2023-08-18,648.01,21.63,0.298,512.85,0.5087,140.02,46.7,7.16,5.92,0.3,98.01,3995.46,1
2023-08-19,550.02,13.29,0.5677,331.45,0.3287,88.89,43.89,27.65,8.28,0.107,79.37,3754.66,1
2023-08-20,559.24,17.26,0.5311,351.33,0.3485,95.42,45.98,16.25,8.16,0.2216,74.28,3359.14,1
2023-08-21,511.47,20.26,0.482,338.89,0.3361,76.58,46.4,12.29,5.16,0.3,53.61,2215.33,1
2023-08-22,538.25,15.82,0.1265,490.59,0.4866,134.86,44.37,18.7,5.41,0.269,98.58,4148.5,1
2023-08-23,582.21,22.87,0.2526,479.26,0.4753,128.27,44.72,22.79,10.06,0.3,89.79,4328.46,1
2023-08-24,599.6,26.41,0.2326,501.97,0.495,144.1,43.96,16.01,9.03,0.2707,105.1,4688.48,1
2023-08-25,493.42,24.98,0.0716,468.69,0.4648,127.92,44.8,23.19,6.76,0.2421,96.96,4370.43,1
2023-08-26,595.45,19.06,0.1482,533.66,0.5293,139.6,44.96,21.99,7.13,0.1233,122.39,5532.14,1
2023-08-27,619.09,25.69,0.1737,543.83,0.5379,147.66,45.66,9.8,6.0,0.0982,133.16,5445.89,1
2023-08-28,557.0,20.13,0.312,435.35,0.4317,113.5,46.09,11.95,7.35,0.162,95.11,4108.65,1
2023-08-29,639.21,17.99,0.5447,395.49,0.3922,110.22,44.25,20.99,5.89,0.1218,96.8,4177.83,1
2023-08-30,474.54,16.69,0.2559,389.53,0.3863,107.69,43.03,0.34,4.21,0.3,75.38,2595.57,1
2023-08-31,440.61,17.74,0.3446,334.34,0.3316,95.97,44.98,14.6,5.12,0.1001,86.36,3539.19,1
2023-09-01,402.86,17.2,0.2944,319.84,0.3172,83.27,45.29,7.33,6.83,0.2625,61.41,2501.37,1
2023-09-02,593.61,19.24,0.3586,444.62,0.4409,121.42,45.25,12.59,5.36,0.249,91.19,3721.58,1
2023-09-03,537.34,19.01,0.3664,399.52,0.3962,102.13,44.67,13.5,6.71,0.0847,93.48,3929.43,1
2023-09-04,488.95,18.18,0.6517,265.9,0.2637,76.02,45.12,13.09,5.43,0.1921,61.41,2514.49,1
2023-09-05,503.26,19.71,0.3072,395.02,0.3917,110.31,46.52,11.92,5.8,0.1129,97.86,4104.31,1
2023-09-06,413.08,22.53,0.6394,228.2,0.2263,64.71,45.38,8.79,7.89,0.3,45.29,1915.64,1
2023-09-07,621.48,21.36,0.3799,456.19,0.4524,124.4,44.63,27.7,7.12,0.0651,116.3,5427.1,1
2023-09-08,476.59,11.42,0.3528,358.9,0.3559,99.94,44.5,25.25,6.79,0.3,69.96,3184.05,1
2023-09-09,469.48,6.94,0.8128,202.37,0.2007,63.2,44.83,8.22,7.92,0.1955,50.85,2123.84,1
2023-09-10,500.53,20.69,0.6609,268.95,0.2667,71.91,46.64,23.52,7.41,0.3,50.34,2371.7,1
2023-09-11,479.89,11.28,0.0682,456.99,0.4531,125.3,44.82,12.36,8.64,0.3,87.71,3835.22,1
2023-09-12,458.49,15.65,0.4446,315.8,0.3131,80.68,44.98,15.27,6.21,0.096,72.93,3083.57,1
2023-09-13,391.65,11.66,0.1622,347.18,0.3442,90.32,44.52,14.13,6.25,0.2835,64.71,2695.62,1
2023-09-14,461.38,8.93,0.4182,326.31,0.3235,89.46,46.1,10.74,5.14,0.3,62.62,2544.46,1
2023-09-15,540.01,18.09,0.2175,457.8,0.4539,130.34,46.96,19.89,6.25,0.3,91.24,4114.21,1
2023-09-16,501.8,18.76,0.43,350.77,0.3478,94.36,45.45,15.04,8.03,0.2059,74.93,3323.58,1
2023-09-17,510.65,13.21,0.8054,222.75,0.2208,59.55,45.08,11.62,8.46,0.0868,54.38,2365.71,1
2023-09-18,378.36,4.95,0.5118,242.81,0.2407,64.17,45.04,6.95,8.02,0.2477,48.27,2009.83,1
2023-09-19,343.64,12.92,0.2873,274.53,0.2722,72.17,42.62,9.21,4.51,0.2639,53.12,1971.24,1
2023-09-20,389.44,16.46,0.2887,310.74,0.3081,86.19,45.75,4.99,8.18,0.125,75.42,3144.86,1
2023-09-21,394.31,8.77,0.6537,213.88,0.212,50.83,45.13,14.22,4.46,0.0963,45.93,1851.78,1
2023-09-22,450.59,15.22,0.5143,288.38,0.2859,85.03,45.43,7.42,7.95,0.1623,71.22,2989.27,1
2023-09-23,277.38,14.22,0.6844,144.48,0.1432,36.06,44.29,12.61,6.33,0.1164,31.86,1310.07,1
2023-09-24,464.69,16.39,0.5047,300.53,0.2979,85.54,44.62,21.74,7.7,0.1439,73.23,3328.35,1
2023-09-25,357.43,14.34,0.3988,257.65,0.2554,63.89,44.59,20.77,5.1,0.3,44.72,1902.67,1
2023-09-26,335.31,9.77,0.555,205.04,0.2033,59.24,46.02,13.85,8.29,0.1309,51.49,2299.65,1
2023-09-27,294.21,18.24,0.8217,124.98,0.1239,37.43,44.62,13.53,4.93,0.0749,34.63,1392.92,1
2023-09-28,249.68,12.62,0.3908,181.38,0.1798,51.37,47.08,24.54,5.95,0.1372,44.32,2050.45,1
2023-09-29,392.41,12.94,0.2678,318.86,0.3161,81.95,45.43,16.92,5.53,0.2205,63.88,2708.99,1
2023-09-30,341.48,9.11,0.2614,279.0,0.2766,77.3,43.72,12.17,4.56,0.2728,56.22,2182.35,1
2023-10-01,253.77,10.87,0.5153,162.23,0.1608,38.31,44.87,6.01,6.92,0.1229,33.6,1348.55,1
2023-10-02,247.56,8.9,0.3073,194.3,0.1926,51.7,44.35,16.21,9.1,0.3,36.19,1628.94,1
2023-10-03,299.25,11.54,0.3473,226.5,0.2245,66.89,42.81,18.65,10.2,0.246,50.43,2307.86,1
2023-10-04,413.68,18.88,0.6659,220.85,0.2189,64.18,46.6,10.48,6.92,0.2252,49.73,2122.92,1
2023-10-05,292.14,6.35,0.1876,253.78,0.2515,69.25,45.7,15.66,8.22,0.1554,58.49,2626.97,1
2023-10-06,211.73,5.18,0.3839,154.83,0.1535,37.33,45.53,12.01,7.1,0.0355,36.0,1532.69,1
2023-10-07,281.41,17.32,0.663,150.8,0.1495,44.33,45.17,13.03,7.44,0.1311,38.52,1654.8,1
2023-10-08,274.05,10.41,0.4623,185.37,0.1837,50.62,43.62,0.15,6.36,0.0417,48.51,1792.17,1
2023-10-09,122.89,8.37,0.4226,86.54,0.0858,11.99,44.52,12.86,7.05,0.1815,9.81,412.69,1
2023-10-10,275.78,15.01,0.5431,170.93,0.1694,50.5,45.84,19.56,7.49,0.2585,37.45,1701.7,1
2023-10-11,259.54,8.24,0.4194,183.36,0.1817,49.85,43.95,10.63,6.06,0.0496,47.38,1896.01,1
2023-10-12,309.57,17.77,0.333,237.4,0.2353,70.72,42.47,14.49,6.7,0.1231,62.01,2528.66,1
2023-10-13,373.18,12.99,0.0745,353.72,0.3506,90.93,44.77,10.0,6.73,0.1056,81.33,3339.82,1
2023-10-14,324.32,8.14,0.5529,198.79,0.197,38.3,44.86,16.29,7.85,0.3,26.81,1183.3,1
2023-10-15,235.12,18.53,0.1268,214.24,0.2123,59.79,45.14,13.1,5.44,0.2395,45.47,1862.65,1
2023-10-16,179.43,7.29,0.551,110.22,0.1092,31.5,45.73,9.1,6.73,0.3,22.05,914.46,1
2023-10-17,394.83,12.5,0.0717,375.01,0.3717,93.75,45.64,21.87,9.24,0.0898,85.33,4074.07,1
2023-10-18,238.65,10.54,0.2231,201.37,0.1996,49.99,45.26,19.66,8.28,0.3,34.99,1604.83,1
2023-10-19,230.64,14.37,0.4726,154.34,0.153,55.84,46.2,11.13,8.52,0.3,39.09,1727.47,1
2023-10-20,223.12,15.23,0.3496,168.52,0.167,44.4,43.48,17.36,6.83,0.201,35.48,1506.83,1
2023-10-21,231.26,8.94,0.3034,182.16,0.1805,53.3,45.5,17.64,7.21,0.2613,39.37,1746.22,1
2023-10-22,205.58,5.62,0.8317,85.89,0.0851,20.15,45.63,18.29,8.08,0.0942,18.25,830.64,1
2023-10-23,174.75,10.3,0.6012,101.2,0.1003,17.13,43.76,5.27,8.79,0.1746,14.14,579.69,1
2023-10-24,171.33,5.57,0.08,161.74,0.1603,43.22,43.5,20.47,4.31,0.3,30.26,1237.49,1
2023-10-25,197.21,16.17,0.6981,100.84,0.0999,26.15,44.25,11.71,5.12,0.1017,23.49,930.64,1
2023-10-26,161.67,8.49,0.4939,105.77,0.1048,26.82,44.34,12.97,8.47,0.2909,19.02,825.53,1
2023-10-27,146.66,6.32,0.2699,118.95,0.1179,31.84,45.75,29.83,6.45,0.3,22.29,1056.98,1
2023-10-28,191.04,8.36,0.5501,117.47,0.1164,33.33,44.39,16.82,5.94,0.2025,26.58,1118.07,1
2023-10-29,164.63,2.07,0.3703,121.96,0.1208,32.48,44.14,13.05,5.2,0.3,22.74,909.9,1
2023-10-30,265.52,3.41,0.5979,154.39,0.153,35.75,44.39,2.95,6.09,0.116,31.6,1202.46,1
2023-10-31,50.0,11.94,0.1935,43.23,0.0428,14.21,46.12,23.17,5.01,0.1236,12.45,551.02,1
2023-11-01,231.67,4.36,0.2555,190.23,0.1885,42.09,45.01,7.95,9.47,0.207,33.37,1447.07,1
2023-11-02,236.49,2.64,0.1591,210.16,0.2082,47.01,44.82,9.96,6.77,0.2037,37.44,1539.84,1
2023-11-03,50.0,8.83,0.2397,41.61,0.0412,15.03,44.89,13.82,6.73,0.3,10.52,445.09,1
2023-11-04,132.48,11.28,0.2619,108.2,0.1072,32.02,46.29,23.7,7.55,0.1343,27.72,1304.51,1
2023-11-05,126.53,9.26,0.4661,85.25,0.0845,22.94,44.25,20.2,8.03,0.3,16.06,723.62,1
2023-11-06,60.2,10.23,0.2176,51.03,0.0506,6.93,46.32,15.09,8.01,0.1822,5.67,254.68,1
2023-11-07,93.9,3.08,0.3736,69.35,0.0687,15.35,45.21,17.81,8.17,0.0522,14.55,657.23,1
2023-11-08,69.93,0.28,0.6204,39.56,0.0392,9.47,44.84,12.83,6.0,0.2609,7.0,288.48,1
2023-11-09,237.78,11.84,0.5097,152.95,0.1515,33.69,47.5,17.09,6.42,0.2629,24.83,1112.41,1
2023-11-10,184.93,4.41,0.3213,143.33,0.142,35.36,43.94,16.83,7.78,0.252,26.45,1152.86,1
2023-11-11,201.32,4.57,0.025,197.79,0.196,57.15,44.65,21.96,6.13,0.1914,46.21,2031.86,1
2023-11-12,164.64,10.76,0.3881,119.91,0.1188,39.81,43.77,22.07,6.79,0.0536,37.67,1659.55,1
2023-11-13,50.0,7.55,0.3059,39.29,0.0389,8.61,45.95,19.54,7.31,0.226,6.66,302.05,1
2023-11-14,82.74,7.03,0.1678,73.02,0.0723,23.68,46.69,14.87,7.8,0.0885,21.58,969.99,1
2023-11-15,140.14,13.74,0.4112,99.8,0.0989,17.62,46.67,21.18,4.53,0.1865,14.33,624.27,1
2023-11-16,50.0,2.39,0.6156,28.45,0.0282,11.05,46.22,16.64,7.71,0.3,7.73,348.5,1
2023-11-17,146.94,8.57,0.2253,123.76,0.1226,29.7,44.8,11.23,6.5,0.219,23.19,956.33,1
2023-11-18,86.57,4.98,0.5467,53.44,0.0529,16.09,44.63,15.16,7.7,0.1367,13.89,604.34,1
2023-11-19,75.41,5.72,0.3321,57.88,0.0573,14.53,43.33,18.03,7.79,0.2466,10.95,476.43,1
